Categoria;Marca;Modelo;Versão;Motor;Tipo de Propulsão;Transmissão;Ar Condicionado;Direção Assistida;Combustível;Poluentes(NMOG+NOx [mg/km]);Poluentes(CO [mg/km]);Poluentes(CHO [mg/km]);Redução Relativa ao Limite;Gás Efeito Estufa (Etanol [CO2 fóssil] [g/km]);Gás Efeito Estufa (Gasolina ou Diesel [CO2 fóssil] [g/km]);Gás Efeito Estufa (VEHP [CO2 fóssil] [g/km]);Km - (Etanol[Cidade][km/l]);Km - (Etanol[Estrada][km/l]);Km - (Gasolina ou Diesel[Cidade][km/l]);Km - (Gasolina ou Diesel[Estrada][km/l]);Km - (Elétrico quando VE ou VEHP [Cidade][km/le]);Km - (Elétrico quando VE ou VEHP [Estrada][km/le]);Consumo Energético;Autonomia modo Elétrico;Classificação PBE (Comparação Relativa);Classificação PBE (Absoluta na Categoria);Selo CONPET de Eficiência Energética;
Grande;TOYOTA;COROLLACROSS;GRS;2.0-16V;Combustão;CVT;S;E;F;25;169;4;A;0;109;\;8,2;9,3;11,6;13,3;\;\;1,74;\;B;C;-;
Grande;TOYOTA;COROLLAHB;GR;1.6-12V;Combustão;M-6;S;E;G;20;255;1;A;\;141;\;\;\;8,7;11,1;\;\;2,29;\;E;D;-;
Grande;TOYOTA;COROLLAHB;GR R;1.6-12V;Combustão;M-6;S;E;G;20;255;1;A;\;141;\;\;\;8,7;11,1;\;\;2,29;\;E;D;-;
Grande;TOYOTA;COROLLA;APREMIUMH;1.8-16V;Híbrido;CVT;S;E;F;18;93;2;A;0;75;\;12,8;11,1;18,5;15,7;\;\;1,21;\;A;B;SIM;
Grande;TOYOTA;COROLLA;ALTISHV(MY2024);1.8-16V;Híbrido;CVT;S;E;F;18;93;2;A;0;75;\;12,8;11,1;18,5;15,7;\;\;1,21;\;A;B;SIM;
Grande;TOYOTA;COROLLA;XEI 20;2.0-16V;Combustão;CVT;S;E;F;22;169;2;A;0;100;\;8,6;10,7;12,3;14,9;\;\;1,60;\;B;C;-;
Grande;TOYOTA;COROLLA;GLI 20;2.0-16V;Combustão;CVT;S;E;F;22;169;2;A;0;100;\;8,6;10,7;12,3;14,9;\;\;1,60;\;B;C;-;
Grande;TOYOTA;COROLLA;ALTIS20;2.0-16V;Combustão;CVT;S;E;F;22;169;2;A;0;100;\;8,6;10,7;12,3;14,9;\;\;1,60;\;B;C;-;
Grande;TOYOTA;COROLLA;GRS(MY2024);2.0-16V;Combustão;CVT;S;E;F;22;169;2;A;0;100;\;8,6;10,7;12,3;14,9;\;\;1,60;\;B;C;-;
Grande;VOLVO;C40;8ULTIMATE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;35,8;32,0;0,60;353;A;A;-;
Grande;VOLVO;C40;8PLUS;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;35,8;32,0;0,60;353;A;A;-;
Grande;VOLVO;C40;8CORE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;35,8;32,0;0,60;353;A;A;-;
Grande;VOLVO;C40;P8RECHARGE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;35,8;32,0;0,60;353;A;A;-;
Grande;VOLVO;C40;6ULTIMATE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;44,2;38,4;0,49;385;A;A;-;
Grande;VOLVO;C40;6PLUS;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;44,2;38,4;0,49;385;A;A;-;
Grande;VOLVO;C40;6CORE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;44,2;38,4;0,49;385;A;A;-;
Grande;VOLVO;EC40;6CORE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;41,7;37,2;0,51;385;A;A;-;
Grande;VOLVO;EC40;6PLUS;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;41,7;37,2;0,51;385;A;A;-;
Grande;VOLVO;EC40;6ULTRA;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;41,7;37,2;0,51;385;A;A;-;
Grande;VOLVO;EC40;8CORE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;36,6;32,6;0,59;404;A;A;-;
Grande;VOLVO;EC40;8PLUS;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;36,6;32,6;0,59;404;A;A;-;
Grande;VOLVO;EC40;8ULTRA;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;36,6;32,6;0,59;404;A;A;-;
Grande;VOLVO;EC40;PERF BLACK;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;36,6;32,6;0,59;404;A;A;-;
Grande;VW;ID.4;PROPERFORMANCE;Elétrico;Elétrico;A;S;E;E;0;0;0;A;\;0;\;\;\;\;\;34,5;29,8;0,63;370;A;A;-;
ExtraGrande;AUDI;A4Sedan;Prestige;2.0-16V;Combustão;DCT-7;S;E;G;20;86;1;A;\;119;\;\;\;10,5;12,5;\;\;1,93;\;B;C;-;
ExtraGrande;AUDI;A4Sedan;Sline;2.0-16V;Combustão;DCT-7;S;E;G;20;86;1;A;\;119;\;\;\;10,5;12,5;\;\;1,93;\;B;C;-;
ExtraGrande;AUDI;A4Sedan Quattro;Prestige;2.0-16V;Combustão;DCT-7;S;E;G;17;102;0;A;\;126;\;\;\;9,7;12,2;\;\;2,05;\;C;C;-;
ExtraGrande;AUDI;A4Sedan Quattro;Sline;2.0-16V;Combustão;DCT-7;S;E;G;17;102;0;A;\;126;\;\;\;9,7;12,2;\;\;2,05;\;C;C;-;
ExtraGrande;AUDI;A5Sportback;Sline;2.0-16V;Combustão;DCT-7;S;E;G;22;95;1;A;\;121;\;\;\;10,3;12,4;\;\;1,96;\;B;C;-;
ExtraGrande;AUDI;A5SportbackQuattro;Sline;2.0-16V;Combustão;DCT-7;S;E;G;22;127;1;A;\;124;\;\;\;9,9;12,4;\;\;2,01;\;C;C;-;
ExtraGrande;AUDI;A5SportbackQuattro;Advanced;2.0-16V;Combustão;DCT-7;S;E;G;22;127;1;A;\;124;\;\;\;9,9;12,4;\;\;2,01;\;C;C;-;
ExtraGrande;AUDI;RS5Sportback;CompetitionPlus;2.9-24V;Combustão;A-8;S;E;G;25;121;2;A;\;164;\;\;\;7,3;10,2;\;\;2,66;\;E;E;-;
ExtraGrande;AUDI;RS5Sportback;-;2.9-24V;Combustão;A-8;S;E;G;26;150;2;A;\;170;\;\;\;7,1;9,9;\;\;2,76;\;E;E;-;
ExtraGrande;AUDI;RS6Avant;Performance;4.0-32V;Híbrido;A-8;S;E;G;49;116;2;B;\;209;\;\;\;5,9;7,8;\;\;3,39;\;E;E;-;
ExtraGrande;AUDI;RS6Avant;Legacy 30Years;4.0-32V;Híbrido;A-8;S;E;G;49;116;2;B;\;209;\;\;\;5,9;7,8;\;\;3,39;\;E;E;-;
ExtraGrande;AUDI;Q5;Prestige (ed. 0);2.0-16V;Combustão;DCT-7;S;E;G;21;102;3;A;\;165;\;\;\;7,6;9,2;\;\;2,69;\;E;E;-;
ExtraGrande;AUDI;Q5;PSline (ed. 0);2.0-16V;Combustão;DCT-7;S;E;G;21;102;3;A;\;165;\;\;\;7,6;9,2;\;\;2,69;\;E;E;-;
ExtraGrande;AUDI;Q5;SlineBlack (ed.0);2.0-16V;Combustão;DCT-7;S;E;G;21;102;3;A;\;165;\;\;\;7,6;9,2;\;\;2,69;\;E;E;-;
ExtraGrande;AUDI;Q5;Prestige;2.0-16V;Combustão;DCT-7;S;E;G;16;113;0;A;\;163;\;\;\;7,8;9,3;\;\;2,65;\;E;E;-;
ExtraGrande;AUDI;Q5;Sline;2.0-16V;Combustão;DCT-7;S;E;G;16;113;0;A;\;163;\;\;\;7,8;9,3;\;\;2,65;\;E;E;-;
ExtraGrande;AUDI;Q5;SlineBlack;2.0-16V;Combustão;DCT-7;S;E;G;16;113;0;A;\;163;\;\;\;7,8;9,3;\;\;2,65;\;E;E;-;
ExtraGrande;AUDI;Q5TFSIe;Performance;2.0-16V;Plug-in;A-7;S;E;G;5;59;0;A;\;140;43;\;\;9,4;9,9;21,3;21,8;0,94;38;A;A;SIM;
ExtraGrande;AUDI;Q5TFSIe;PerformanceBlack;2.0-16V;Plug-in;A-7;S;E;G;5;59;0;A;\;140;43;\;\;9,4;9,9;21,3;21,8;0,94;38;A;A;SIM;
ExtraGrande;AUDI;Q5Sportback TFSIe;Performance;2.0-16V;Plug-in;A-7;S;E;G;6;100;0;A;\;142;43;\;\;9,3;9,9;21,4;21,8;0,94;38;A;A;SIM;
ExtraGrande;AUDI;Q5Sportback TFSIe;PerformanceBlack;2.0-16V;Plug-in;A-7;S;E;G;6;100;0;A;\;142;43;\;\;9,3;9,9;21,4;21,8;0,94;38;A;A;SIM;
ExtraGrande;AUDI;Q7;Performance;3.0-24V;Híbrido;A-8;S;E;G;20;221;1;A;\;183;\;\;\;7,1;8,1;\;\;2,96;\;E;E;-;
ExtraGrande;AUDI;Q7;PerformanceBlack;3.0-24V;Híbrido;A-8;S;E;G;20;221;1;A;\;183;\;\;\;7,1;8,1;\;\;2,96;\;E;E;-;
ExtraGrande;AUDI;Q8Sportback;Performance;3.0-24V;Híbrido;A-8;S;E;G;23;127;1;A;\;189;\;\;\;7,0;7,6;\;\;3,06;\;E;E;-;
ExtraGrande;AUDI;Q8Sportback;PerformanceBlack;3.0-24V;Híbrido;A-8;S;E;G;23;127;1;A;\;189;\;\;\;7,0;7,6;\;\;3,06;\;E;E;-;
ExtraGrande;AUDI;RSQ8;-;4.0-32V;Híbrido;A-8;S;E;G;46;223;2;B;\;227;\;\;\;5,5;7,1;\;\;3,68;\;E;E;-;
ExtraGrande;AUDI;Q8e-tron Sportback55;LaunchEdition;Elétrico;Elétrico;N.A.;S;E;E;0;0;0;A;\;0;\;\;\;\;\;27,6;28,5;0,72;362;A;A;-;
ExtraGrande;AUDI;Q8e-tron Sportback55;PerformanceBlack;Elétrico;Elétrico;N.A.;S;E;E;0;0;0;A;\;0;\;\;\;\;\;27,6;28,5;0,72;362;A;A;-;
ExtraGrande;AUDI;Q8e-tron 55;LaunchEdition;Elétrico;Elétrico;N.A.;S;E;E;0;0;0;A;\;0;\;\;\;\;\;27,5;27,8;0,73;357;A;A;-;
ExtraGrande;AUDI;Q8e-tron 55;PerformanceBlack;Elétrico;Elétrico;N.A.;S;E;E;0;0;0;A;\;0;\;\;\;\;\;27,5;27,8;0,73;357;A;A;-;
ExtraGrande;AUDI;e-tron GT;-;Elétrico;Elétrico;N.A.;S;E;E;0;0;0;A;\;0;\;\;\;\;\;29,9;28,7;0,69;308;A;A;-;
ExtraGrande;AUDI;RSe-tron GT;-;Elétrico;Elétrico;N.A.;S;E;E;0;0;0;A;\;0;\;\;\;\;\;29,3;29,1;0,69;313;A;A;-;
ExtraGrande;AUDI;SQ8e-tron Sportback;-;Elétrico;Elétrico;A;S;E;E;0;0;0;A;\;0;\;\;\;\;\;23,9;24,2;0,85;307;A;A;-;
ExtraGrande;BMW;420i;Cabrio;2.0-16V;Combustão;A-8;S;E;G;11;54;0;A;\;121;\;\;\;9,9;13,3;\;\;1,96;\;B;C;-;
ExtraGrande;BMW;420i;Cabrio;2.0-16V;Combustão;A-8;S;E;G;9;148;1;A;\;125;125;\;\;9,8;12,5;\;\;2,02;\;C;C;-;
ExtraGrande;BMW;530e;M SPORT;2.0-16V;Plug-in;A-8;S;E;G;11;27;0;A;\;116;15;\;\;11,1;12,2;26,9;28,6;0,73;61;A;A;SIM;
ExtraGrande;BMW;530e;-;2.0-16V;Plug-in;A-8;S;E;G;7;58;1;A;\;126;40;\;\;10,1;11,4;24,3;26,5;0,80;37;A;A;SIM;
ExtraGrande;BMW;iX3;-;Elétrico;Elétrico;A;S;E;E;0;0;0;A;\;0;0;\;\;\;\;37,9;32,7;0,57;381;A;A;-;
ExtraGrande;BMW;IXxDrive40;-;Elétrico;Elétrico;A;S;E;E;0;0;0;A;\;0;0;\;\;\;\;35,2;29,9;0,62;327;A;A;-;
ExtraGrande;BMW;IXxDrive50;-;Elétrico;Elétrico;A;S;E;E;0;0;0;A;\;0;0;\;\;\;\;36,4;30,2;0,61;528;A;A;-;
ExtraGrande;BMW;330e;-;2.0-16V;Plug-in;A-8;S;E;G;5;57;0;A;\;133;42;\;\;9,5;11,2;22,4;25,9;0,85;37;A;A;SIM;
ExtraGrande;BMW;320i;ActiveFlex;2.0-16V;Combustão;A-8;S;E;F;27;137;1;A;0;117;\;7,2;9,0;10,4;13,1;\;\;1,90;\;B;C;-;
ExtraGrande;BMW;320i;GPFlex;2.0-16V;Combustão;A-8;S;E;F;24;148;1;A;0;115;\;7,5;9,2;10,7;13,2;\;\;1,86;\;B;C;-;
ExtraGrande;BMW;320i;Sport GPFlex;2.0-16V;Combustão;A-8;S;E;F;24;148;1;A;0;115;\;7,5;9,2;10,7;13,2;\;\;1,86;\;B;C;-;
ExtraGrande;BMW;320i;M Sport Flex;2.0-16V;Combustão;A-8;S;E;F;23;173;1;B;0;115;\;7,5;9,1;10,6;13,2;\;\;1,86;\;B;C;-;
ExtraGrande;BMW;i4;40;Elétrico;Elétrico;A;S;E;E;0;0;0;A;\;0;0;\;\;\;\;35,9;34,5;0,57;422;A;A;-;
ExtraGrande;BMW;i4;M50;Elétrico;Elétrico;A;S;E;E;0;0;0;A;\;0;0;\;\;\;\;28,1;27,3;0,73;335;A;A;-;
ExtraGrande;BMW;i7;xDrive60;Elétrico;Elétrico;A;S;E;E;0;0;0;A;\;0;0;\;\;\;\;32,9;31,0;0,63;479;A;A;-;
ExtraGrande;BMW;i4;eDrive35;Elétrico;Elétrico;A;S;E;E;0;0;0;A;\;0;0;\;\;\;\;36,0;33,5;0,58;339;A;A;-;
ExtraGrande;BMW;iX;M60;Elétrico;Elétrico;A;S;E;E;0;0;0;A;\;0;0;\;\;\;\;27,2;27,9;0,74;431;A;A;-;
ExtraGrande;BMW;i5;M60xDrive;Elétrico;Elétrico;A;S;E;E;0;0;0;A;\;0;0;\;\;\;\;33,4;31,3;0,63;392;A;A;-;
ExtraGrande;BYD;HAN;AWDGS680EV;Elétrico;Elétrico;N.A.;S;E;E;0;0;0;A;\;0;\;\;\;\;\;30,8;28,1;0,69;349;A;A;-;
ExtraGrande;BYD;TAN;AWD GS700EV;Elétrico;Elétrico;N.A.;S;E;E;0;0;0;A;\;0;\;\;\;\;\;30,2;25,3;0,73;430;A;A;-;
ExtraGrande;BYD;SEAL;AWDGS590EV;Elétrico;Elétrico;N.A.;S;E;E;0;0;0;A;\;0;\;\;\;\;\;34,9;30,5;0,62;372;A;A;-;
ExtraGrande;BYD;KING;GSDM;1.5-16V;Plug-in;CVT;S;E;G;5;15;0;A;\;9;0;\;\;16,8;14,7;44,2;36,7;0,50;80;A;A;SIM;
ExtraGrande;BYD;KING;GLDM;1.5-16V;Plug-in;CVT;S;E;G;11;61;1;A;\;30;0;\;\;16,3;14,3;43,3;32,7;0,54;32;A;A;SIM;
ExtraGrande;CHEVROLET;EQUINOX;15TPRE;1.5T-16V;Combustão;A-6;S;E;G;17;141;2;A;\;140;\;\;\;9,0;10,8;\;\;2,26;\;D;D;-;
ExtraGrande;CHEVROLET;EQUINOX;15TLT;1.5T-16V;Combustão;A-6;S;E;G;16;169;1;A;\;133;\;\;\;9,3;11,5;\;\;2,16;\;C;D;-;
ExtraGrande;CHEVROLET;EQUINOX;15TRS;1.5T-16V;Combustão;A-6;S;E;G;16;169;1;A;\;133;\;\;\;9,3;11,5;\;\;2,16;\;C;D;-;
ExtraGrande;FORD;Novo Territory;Titanium;1.5-16V;Combustão;A-7;S;E;G;28;532;0;B;\;129;\;\;\;9,5;11,8;\;\;2,10;\;C;D;-;
ExtraGrande;FORD;Mustang Mach-E;GT;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;\;0;0;\;\;\;\;31,1;27,5;0,69;379;A;A;-;
ExtraGrande;GWM;HAVAL H6;GT;1.5-16V;Plug-in;DHT-2;S;E;G;43;21;5;B;\;122;7;\;\;11,4;10,4;27,4;25,2;0,77;116;A;A;SIM;
ExtraGrande;HONDA;ACCORDHYBRID;TOURING;2.0-16V;Híbrido;CVT;S;E;G;12;63;1;A;\;76;\;\;\;17,8;16,1;\;\;1,23;\;A;B;SIM;
ExtraGrande;JAC;e-J7;e-J7;Elétrico;Elétrico;A-1;S;E;E;ND;ND;ND;A;\;-;\;\;\;\;\;44,0;37,1;0,50;263;A;A;-;
ExtraGrande;JAGUAR;I-PACE;E400FIRSTED;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;\;0;\;\;\;\;\;28,2;26,2;0,74;298;A;A;-;
ExtraGrande;JAGUAR;I-PACE;E400S;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;\;0;\;\;\;\;\;28,2;26,2;0,74;298;A;A;-;
ExtraGrande;JAGUAR;I-PACE;E400SE;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;\;0;\;\;\;\;\;28,2;26,2;0,74;298;A;A;-;
ExtraGrande;JAGUAR;I-PACE;E400HSE;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;\;0;\;\;\;\;\;28,2;26,2;0,74;298;A;A;-;
ExtraGrande;LAMBORGHINI;URUS;S;4.0-32V;Combustão;DCT-8;S;E;G;39;150;1;A;\;233;\;\;\;5,4;6,9;\;\;3,77;\;E;E;-;
ExtraGrande;LAMBORGHINI;URUS;PERFORMANTE;4.0-32V;Combustão;DCT-8;S;E;G;39;150;1;A;\;233;\;\;\;5,4;6,9;\;\;3,77;\;E;E;-;
ExtraGrande;LEXUS;ES300H;-;2.5-16V;Híbrido;CVT;S;E;G;18;58;1;A;\;84;\;\;\;15,8;15,2;\;\;1,36;\;A;B;SIM;
ExtraGrande;LEXUS;RX500H (MY24);F-SPORT;2.4-16V;Híbrido;A-6;S;E;G;22;138;0;A;\;125;\;\;\;10,6;10,8;\;\;2,03;\;C;C;-;
ExtraGrande;Mercedes-Benz;C200;AMGLINE;1.5-16V;Híbrido;A-9;S;E;G;19;65;0;A;\;110;\;\;\;11,1;13,9;\;\;1,78;\;B;C;-;
ExtraGrande;Mercedes-Benz;C300;AMGLINE;2.0-16V;Híbrido;A-9;S;E;G;15;91;0;A;\;118;\;\;\;10,4;12,9;\;\;1,92;\;B;C;-;
ExtraGrande;Mercedes-Benz;EQE300;;Elétrico;Elétrico;A-1;S;E;E;-;-;-;A;\;-;\;\;\;\;\;29,4;28,3;0,70;369;A;A;-;
ExtraGrande;Mercedes-Benz;EQA250;;Elétrico;Elétrico;A-1;S;E;E;-;-;-;A;\;-;\;\;\;\;\;34,6;31,2;0,62;304;A;A;-;
ExtraGrande;Mercedes-Benz;EQB 250;;Elétrico;Elétrico;A-1;S;E;E;-;-;-;A;\;-;\;\;\;\;\;33,1;30,0;0,64;291;A;A;-;
ExtraGrande;Mercedes-Benz;EQC4004M;;Elétrico;Elétrico;A-1;S;E;E;-;-;-;A;\;-;\;\;\;\;\;24,2;23,7;0,85;271;A;A;-;
ExtraGrande;Mercedes-Benz;AMGCLA354MATIC;;2.0-16V;Combustão;DCT-7;S;E;G;16;114;2;A;\;138;\;\;\;9,1;11,1;\;\;2,23;\;D;D;-;
ExtraGrande;Mercedes-Benz;AMGGLB354M;;2.0-16V;Combustão;DCT-8;S;E;G;16;129;1;A;\;152;\;\;\;8,4;10,0;\;\;2,45;\;D;D;-;
ExtraGrande;Mercedes-Benz;AMGEQS534M;;Elétrico;Elétrico;A-1;S;E;E;-;-;-;A;\;-;\;\;\;\;\;24,4;24,6;0,83;373;A;A;-;
ExtraGrande;Mercedes-Benz;AMGEQS534M;2025;Elétrico;Elétrico;A-1;S;E;E;-;-;-;A;\;-;\;\;\;\;\;28,5;29,4;0,70;472;A;A;-;
ExtraGrande;Mercedes-Benz;AMGCLA45S4M;;2.0-16V;Combustão;DCT-8;S;E;G;33;55;3;A;\;154;\;\;\;7,8;10,8;\;\;2,49;\;D;D;-;
ExtraGrande;Mercedes-Benz;GLB200;PROGRESSIVE(L7);1.3-16V;Combustão;DCT-7;S;E;G;35;113;2;A;\;123;\;\;\;10,0;12,4;\;\;1,99;\;C;C;-;
ExtraGrande;Mercedes-Benz;E300;EXCLUSIVE;2.0-16V;Combustão;A-9;S;E;G;12;262;1;A;\;136;\;\;\;8,9;12,0;\;\;2,19;\;C;D;-;
ExtraGrande;Mercedes-Benz;AMGGLE534M;;3.0-24V;Híbrido;A-9;S;E;G;14;391;2;A;\;179;\;\;\;7,0;8,6;\;\;2,92;\;E;E;-;
ExtraGrande;Mercedes-Benz;GLS4504M;;3.0-24V;Híbrido;A-9;S;E;G;10;280;2;A;\;178;\;\;\;7,1;8,8;\;\;2,87;\;E;E;-;
ExtraGrande;Mercedes-Benz;AMGGLC43;;3.0-24V;Combustão;A-9;S;E;G;14;176;2;A;\;184;\;\;\;6,8;8,7;\;\;2,98;\;E;E;-;
ExtraGrande;Mercedes-Benz;AMGGLC43;Coupê;3.0-24V;Combustão;A-9;S;E;G;14;176;2;A;\;184;\;\;\;6,8;8,7;\;\;2,98;\;E;E;-;
ExtraGrande;Mercedes-Benz;AMGGLC43;2025;2.0-16V;Hibrido;A-9;S;E;G;18;123;1;A;\;186;\;\;\;6,8;8,4;\;\;3,01;\;E;E;-;
ExtraGrande;Mercedes-Benz;AMGGLC43;Coupê(2025);2.0-16V;Hibrido;A-9;S;E;G;18;123;1;A;\;186;\;\;\;6,8;8,4;\;\;3,01;\;E;E;-;
ExtraGrande;Mercedes-Benz;AMGGLE63SCO;Coupê;4.0-32V;Híbrido;A-9;S;E;G;24;188;15;B;\;212;\;\;\;5,9;7,4;\;\;3,45;\;E;E;-;
ExtraGrande;Mercedes-Benz;EQS450;;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;\;-;\;\;\;\;\;27,5;25,9;0,76;411;A;A;-;
ExtraGrande;Mercedes-Benz;EQE300;SUV;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;\;-;\;\;\;\;\;29,9;27,9;0,70;367;A;A;-;
ExtraGrande;Mercedes-Benz;AMGEQE53;SUV;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;\;0;\;\;\;\;\;27,0;23,9;0,80;338;A;A;-;
ExtraGrande;Mercedes-Benz;CLA200;AMGLINE;1.3-16V;Híbrido;A-7;S;E;G;33;125;3;B;\;104;\;\;\;12,0;14,0;\;\;1,68;\;A;C;-;
ExtraGrande;Mercedes-Benz;CLA200;PROGRESSIVE;1.3-16V;Híbrido;A-7;S;E;G;33;125;3;B;\;104;\;\;\;12,0;14,0;\;\;1,68;\;A;C;-;
ExtraGrande;Mercedes-Benz;GLB200;PROGRESSIVE;1.3-16V;Híbrido;A-7;S;E;G;36;220;2;B;\;124;\;\;\;10,1;12,0;\;\;2,01;\;C;C;-;
ExtraGrande;Mercedes-Benz;GLB2204M;AMGLINE;2.0-16V;Híbrido;A-8;S;E;G;15;90;1;A;\;130;\;\;\;9,5;12,0;\;\;2,10;\;C;D;-;
ExtraGrande;Mercedes-Benz;CLA250;;2.0-16V;Combustão;DCT-7;S;E;G;17;166;1;A;\;124;\;\;\;9,5;13,3;\;\;2,01;\;C;C;-;
ExtraGrande;Mercedes-Benz;AMGCLA354M;;2.0-16V;Híbrido;A-8;S;E;G;21;159;1;A;\;141;\;\;\;8,5;11,7;\;\;2,28;\;D;D;-;
ExtraGrande;Mercedes-Benz;E300;EXCLUSIVE;2.0-16V;Hibrido;A-9;S;E;G;22;111;6;B;\;128;\;\;\;9,5;12,3;\;\;2,08;\;C;D;-;
ExtraGrande;Mercedes-Benz;AMGGLB354M;;2.0-16V;Hibrido;DCT-8;S;E;G;11;121;0;A;\;153;\;\;\;8,3;9,7;\;\;2,49;\;D;D;-;
ExtraGrande;Mercedes-Benz;EQB 3504M;;Elétrico;Elétrico;A-1;S;E;E;-;-;-;A;\;-;\;\;\;\;\;30,0;29,2;0,69;272;A;A;-;
ExtraGrande;Mercedes-Benz;EQE350;SUV;Elétrico;Elétrico;A-1;S;E;E;ND;ND;ND;A;\;-;\;\;\;\;\;30,7;28,1;0,69;406;A;A;-;
ExtraGrande;Mercedes-Benz;EQS4504M;;Elétrico;Elétrico;A-1;S;E;E;ND;ND;ND;A;\;-;\;\;\;\;\;29,3;27,3;0,72;470;A;A;-;
ExtraGrande;Mercedes-Benz;AMGC63SEP;;2.0-16V;Plug-in;A-9;S;E;G;15;329;1;A;\;142;143;\;\;7,0;8,2;10,0;12,7;1,84;9;B;C;-;
ExtraGrande;Mercedes-Benz;AMGC63SEP;F1;2.0-16V;Plug-in;A-9;S;E;G;15;329;1;A;\;142;143;\;\;7,0;8,2;10,0;12,7;1,84;9;B;C;-;
ExtraGrande;PORSCHE;MACAN;GTS;2.9-24V;Combustão;DCT-7;S;E;G;3;73;1;A;\;184;\;\;\;6,8;8,4;\;\;3,00;\;E;E;-;
ExtraGrande;PORSCHE;MACAN;S;2.9-24V;Combustão;DCT-7;S;E;G;4;85;2;A;\;182;\;\;\;7,0;8,4;\;\;2,96;\;E;E;-;
ExtraGrande;PORSCHE;MACAN;--/ T;2.0-16V;Combustão;DCT-7;S;E;G;32;253;0;B;\;176;\;\;\;7,4;8,3;\;\;2,85;\;E;E;-;
ExtraGrande;PORSCHE;MACAN;E4;Elétrico;Elétrico;--;S;E;E;0;0;0;A;\;0;\;\;\;\;\;36,5;31,0;0,60;443;A;A;-;
ExtraGrande;PORSCHE;MACAN;ETURBO;Elétrico;Elétrico;--;S;E;E;0;0;0;A;\;0;\;\;\;\;\;36,1;30,3;0,61;435;A;A;-;
ExtraGrande;TOYOTA;RAV4H;SXAWDCNT;2.5-16V;Híbrido;CVT;S;E;G;13;65;1;C;\;82;\;\;\;17,1;14,5;\;\;1,32;\;A;B;SIM;
ExtraGrande;TOYOTA;RAV4H;SAWDCNT;2.5-16V;Híbrido;CVT;S;E;G;13;65;1;C;\;82;\;\;\;17,1;14,5;\;\;1,32;\;A;B;SIM;
ExtraGrande;TOYOTA;RAV4;XSEPHEV;2.5-16V;Plug-in;CVT;S;E;G;15;16;0;A;\;97;20;\;\;14,0;12,9;35,0;30,0;0,62;55;A;A;SIM;
ExtraGrande;TOYOTA;CAMRY;HV;2.5-16V;Híbrido;CVT;S;E;G;13;74;0;A;\;78;\;\;\;17,4;15,3;\;\;1,27;\;A;B;SIM;
ExtraGrande;VW;TIGUAN;ALLSPACERL;2.0-16V;Combustão;A-8;S;E;G;8;96;0;A;\;135;\;\;\;9,2;11,3;\;\;2,20;\;C;D;-;
ExtraGrande;VW;ID.BUZZ;PRO;Elétrico;Elétrico;A;S;E;E;0;0;0;A;\;0;\;\;\;\;\;32,0;25,7;0,70;337;A;A;-;
ExtraGrande;VW;JETTA;GLI;2.0-16V;Combustão;DCT-7;S;E;G;13;112;1;A;\;125;\;\;\;9,9;12,2;\;\;2,03;\;C;C;-;
Utilitário Esportivo Compacto;CAOACHERY;TIGGO5X;PLUS;1.5T-16V;Combustão;CVT;S;E;F;62;236;2;B;0;127;\;6,9;8,1;9,9;11,5;\;\;2,06;\;D;C;-;
Utilitário Esportivo Compacto;CAOACHERY;TIGGO5X;PLS15T;1.5T-16V;Combustão;CVT;S;E;F;62;236;2;B;0;127;\;6,9;8,1;9,9;11,5;\;\;2,06;\;D;C;-;
