Categoria;Marca;Modelo;Versão;Motor;Tipo de Propulsão;Transmissão;Ar Condicionado;Direção Assistida;Combustível;Poluentes(NMOG+NOx [mg/km]);Poluentes(CO [mg/km]);Poluentes(CHO [mg/km]);Redução Relativa ao Limite;Gás Efeito Estufa (Etanol [CO2 fóssil] [g/km]);Gás Efeito Estufa (Gasolina ou Diesel [CO2 fóssil] [g/km]);Gás Efeito Estufa (VEHP [CO2 fóssil] [g/km]);Km - (Etanol[Cidade][km/l]);Km - (Etanol[Estrada][km/l]);Km - (Gasolina ou Diesel[Cidade][km/l]);Km - (Gasolina ou Diesel[Estrada][km/l]);Km - (Elétrico quando VE ou VEHP [Cidade][km/le]);Km - (Elétrico quando VE ou VEHP [Estrada][km/le]);Consumo Energético;Autonomia modo Elétrico;Classificação PBE (Comparação Relativa);Classificação PBE (Absoluta na Categoria);Selo CONPET de Eficiência Energética;
Utilitário Esportivo Grande;LEXUS;NX350H;DYNAMIC;2.5-16V;Híbrido;CVT;S;E;G;13;59;1;A;\;92;\;\;\;15,3;12,9;\;\;1,50;\;A;B;SIM;
Utilitário Esportivo Grande;LEXUS;NX350H;F-SPORT;2.5-16V;Híbrido;CVT;S;E;G;13;59;1;A;\;92;\;\;\;15,3;12,9;\;\;1,50;\;A;B;SIM;
Utilitário Esportivo Grande;MASERATI;LEVANTE;MHEV;2,0L-16V;Híbrido;A-8;S;E;G;24;292;1;A;\;171;\;\;\;7,2;9,4;\;\;2,77;\;E;E;-;
Utilitário Esportivo Grande;Mitsubishi;EclipseCross;GLS;1.5T-16V;Combustão;CVT;S;E;G;27;175;0;A;\;118;\;\;\;10,9;11,9;\;\;1,92;\;A;C;-;
Utilitário Esportivo Grande;Mitsubishi;EclipseCross;HPE;1.5T-16V;Combustão;CVT;S;E;G;27;175;0;A;\;118;\;\;\;10,9;11,9;\;\;1,92;\;A;C;-;
Utilitário Esportivo Grande;Mitsubishi;EclipseCross;HPE-S;1.5T-16V;Combustão;CVT;S;E;G;27;175;0;A;\;118;\;\;\;10,9;11,9;\;\;1,92;\;A;C;-;
Utilitário Esportivo Grande;Mitsubishi;EclipseCross;RUSH;1.5T-16V;Combustão;CVT;S;E;G;27;175;0;A;\;118;\;\;\;10,9;11,9;\;\;1,92;\;A;C;-;
Utilitário Esportivo Grande;PEUGEOT;3008;GTLINE;1.6-16VT;Combustão;A-6;S;E;G;37;152;1;A;\;126;\;\;\;9,9;11,9;\;\;2,04;\;C;C;-;
Utilitário Esportivo Grande;PEUGEOT;3008;GRIFFEAT;1.6-16VT;Combustão;A-6;S;E;G;37;152;1;A;\;126;\;\;\;9,9;11,9;\;\;2,04;\;C;C;-;
Utilitário Esportivo Grande;Renault;Captur;Zen;1.3-16V;Combustão;CVT;S;E-H;F;33;63;4;B;0;120;\;7,7;8,2;10,9;11,6;\;\;1,92;\;A;C;-;
Utilitário Esportivo Grande;Renault;Captur;Intense;1.3-16V;Combustão;CVT;S;E-H;F;33;63;4;B;0;120;\;7,7;8,2;10,9;11,6;\;\;1,92;\;A;C;-;
Utilitário Esportivo Grande;Renault;Captur;Iconic;1.3-16V;Combustão;CVT;S;E-H;F;33;63;4;B;0;120;\;7,7;8,2;10,9;11,6;\;\;1,92;\;A;C;-;
Utilitário Esportivo Grande;Renault;Duster;Life;1.6-16V;Combustão;CVT;S;E-H;F;51;317;1;B;0;123;\;7,2;8,1;10,5;11,5;\;\;1,99;\;B;C;-;
Utilitário Esportivo Grande;Renault;Duster;Zen;1.6-16V;Combustão;CVT;S;E-H;F;51;317;1;B;0;123;\;7,2;8,1;10,5;11,5;\;\;1,99;\;B;C;-;
Utilitário Esportivo Grande;Renault;Duster;Intense;1.6-16V;Combustão;CVT;S;E-H;F;51;317;1;B;0;123;\;7,2;8,1;10,5;11,5;\;\;1,99;\;B;C;-;
Utilitário Esportivo Grande;Renault;Duster;Iconic;1.6-16V;Combustão;CVT;S;E-H;F;51;317;1;B;0;123;\;7,2;8,1;10,5;11,5;\;\;1,99;\;B;C;-;
Utilitário Esportivo Grande;Renault;Duster;Zen16;1.6-16V;Combustão;M-5;S;E;F;49;299;5;B;0;112;\;8,1;8,5;11,6;12,3;\;\;1,81;\;A;C;-;
Utilitário Esportivo Grande;Renault;Duster;Intense16;1.6-16V;Combustão;M-5;S;E;F;49;299;5;B;0;112;\;8,1;8,5;11,6;12,3;\;\;1,81;\;A;C;-;
Utilitário Esportivo Grande;Renault;Duster;Iconic;1.3-16V;Combustão;CVT;S;E-H;F;32;142;2;B;0;121;\;7,7;8,4;10,8;11,5;\;\;1,93;\;A;C;-;
Utilitário Esportivo Grande;VOLVO;XC40;P6RECHARGE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;42,8;36,0;0,51;367;A;A;-;
Utilitário Esportivo Grande;VOLVO;XC40;6ULTIMATE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;42,8;36,0;0,51;367;A;A;-;
Utilitário Esportivo Grande;VOLVO;XC40;6PLUS;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;42,8;36,0;0,51;367;A;A;-;
Utilitário Esportivo Grande;VOLVO;XC40;6CORE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;42,8;36,0;0,51;367;A;A;-;
Utilitário Esportivo Grande;VOLVO;EX40;6CORE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;39,4;34,3;0,55;364;A;A;-;
Utilitário Esportivo Grande;VOLVO;EX40;6PLUS;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;39,4;34,3;0,55;364;A;A;-;
Utilitário Esportivo Grande;VOLVO;EX40;6ULTRA;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;39,4;34,3;0,55;364;A;A;-;
Utilitário Esportivo Grande;VW;TAOS;COMFORTLINE250TSI AUTOMÁTICO;1.4-16V;Combustão;A-6;S;E;F;34;110;3;A;0;113;\;7,6;9,1;11,1;13,1;\;\;1,83;\;A;C;-;
Utilitário Esportivo Grande;VW;TAOS;HIGHLINE250TSI AUTOMÁTICO;1.4-16V;Combustão;A-6;S;E;F;34;110;3;A;0;113;\;7,6;9,1;11,1;13,1;\;\;1,83;\;A;C;-;
Utilitário Esportivo Grande4x4;BMW;X4;xDrive30i;2.0-16V;Combustão;A-8;S;E;G;9;49;2;A;\;138;\;\;\;9,0;11,0;\;\;2,24;\;B;D;-;
Utilitário Esportivo Grande4x4;BMW;X4;xDrive30i;2.0-16V;Combustão;A-8;S;E;G;9;49;2;A;\;138;\;\;\;9,0;11,0;\;\;2,24;\;B;D;-;
Utilitário Esportivo Grande4x4;BMW;X6;xDrive40i;3.0-24V;Combustão;A-8;S;E;G;23;83;2;A;\;163;\;\;\;7,8;9,2;\;\;2,64;\;C;E;-;
Utilitário Esportivo Grande4x4;BMW;X3;xDrive30e;2.0-16V;Plug-in;A-8;S;E;G;4;103;0;A;\;157;61;\;\;8,1;9,6;18,8;21,3;1,02;31;A;B;SIM;
Utilitário Esportivo Grande4x4;BMW;X5;xDrive45e;3.0-24V;Plug-in;A-8;S;E;G;4;19;1;A;\;170;31;\;\;7,6;8,7;18,8;21,0;1,03;54;A;B;SIM;
Utilitário Esportivo Grande4x4;BMW;X3;M40i;3.0-24V;Combustão;A-8;S;E;G;20;90;1;A;\;162;\;\;\;7,8;9,5;\;\;2,62;\;C;D;-;
Utilitário Esportivo Grande4x4;BMW;X3;M40i;3.0-24V;Combustão;A-8;S;E;G;20;90;1;A;\;162;\;\;\;7,8;9,5;\;\;2,62;\;C;D;-;
Utilitário Esportivo Grande4x4;BMW;X4;M40i;3.0-24V;Combustão;A-8;S;E;G;20;87;1;A;\;161;\;\;\;7,8;9,6;\;\;2,61;\;C;D;-;
Utilitário Esportivo Grande4x4;BMW;X4;M40i;3.0-24V;Combustão;A-8;S;E;G;20;87;1;A;\;161;\;\;\;7,8;9,6;\;\;2,61;\;C;D;-;
Utilitário Esportivo Grande4x4;BMW;X6;M COMPETITION;4.4-32V;Combustão;A-8;S;E;G;18;80;1;A;\;215;\;\;\;5,9;7,3;\;\;3,49;\;E;E;-;
Utilitário Esportivo Grande4x4;BMW;X6;M COMPETITION;4.4-32V;Híbrido;A-8;S;E;G;20;144;1;A;\;218;\;\;\;5,7;7,4;\;\;3,53;\;E;E;-;
Utilitário Esportivo Grande4x4;BMW;X6;xDrive40i;3.0-24V;Híbrido;A-8;S;E;G;10;40;1;A;\;146;\;\;\;9,0;9,7;\;\;2,36;\;B;D;-;
Utilitário Esportivo Grande4x4;BMW;X5;xDrive50eMSP;3.0-24V;Plug-in;A-8;S;E;G;9;8;0;A;\;148;16;\;\;9,1;9,3;21,9;22,6;0,91;78;A;A;SIM;
Utilitário Esportivo Grande4x4;BMW;X5;xDrive50eXLINE;3.0-24V;Plug-in;A-8;S;E;G;9;8;0;A;\;148;16;\;\;9,1;9,3;21,9;22,6;0,91;78;A;A;SIM;
Utilitário Esportivo Grande4x4;BMW;X7;M60ixDrive;4.4-32V;Híbrido;A-8;S;E;G;17;112;1;A;\;200;\;\;\;6,3;7,7;\;\;3,24;\;E;E;-;
Utilitário Esportivo Grande4x4;Hyundai;PALISADE;Signature;3.8-24V;Combustão;A-8;S;E;G;11;24;0;A;\;166;\;\;\;7,3;9,9;\;\;2,69;\;C;E;-;
Utilitário Esportivo Grande4x4;Hyundai;PALISADE;Ultimate;3.8-24V;Combustão;A-8;S;E;G;11;24;0;A;\;166;\;\;\;7,3;9,9;\;\;2,69;\;C;E;-;
Utilitário Esportivo Grande4x4;JAGUAR;E-PACE;P250F RDYNSE;2.0-16V;Combustão;A-9;S;E;F;15;412;2;A;0;163;\;5,4;7,0;7,5;10,0;\;\;2,61;\;C;D;-;
Utilitário Esportivo Grande4x4;JAGUAR;E-PACE;P250F RDHSE;2.0-16V;Combustão;A-9;S;E;F;15;412;2;A;0;163;\;5,4;7,0;7,5;10,0;\;\;2,61;\;C;D;-;
Utilitário Esportivo Grande4x4;JAGUAR;F-PACE;P550SVR;5.0-32V;Combustão;A-8;S;E;G;17;203;2;A;\;214;\;\;\;5,6;8,4;\;\;3,42;\;E;E;-;
Utilitário Esportivo Grande4x4;JAGUAR;F-PACE;PHEVRD SE;2.0-16V;Plug-in;A-8;S;E;G;13;66;0;A;\;164;51;\;\;7,9;9,0;19,7;21,2;1,00;38;A;B;SIM;
Utilitário Esportivo Grande4x4;JAGUAR;F-PACE;PHEVRD SE(LC4133);2.0-16V;Plug-in;A-8;S;E;G;10;69;1;A;\;164;47;\;\;7,8;9,0;20,3;23,3;0,94;39;A;A;SIM;
Utilitário Esportivo Grande4x4;Mercedes-Benz;GLC3004M;Coupê;2.0-16V;Combustão;A-9;S;E;G;9;396;0;A;\;158;\;\;\;7,9;9,8;\;\;2,57;\;C;D;-;
Utilitário Esportivo Grande4x4;Mercedes-Benz;GLC3004M;Coupê;2.0-16V;Hibrido;A-9;S;E;G;30;146;1;A;\;128;\;\;\;9,6;11,9;\;\;2,08;\;A;D;-;
Utilitário Esportivo Grande4x4;Mercedes-Benz;GLC3004M;;2.0-16V;Hibrido;A-9;S;E;G;30;146;1;A;\;128;\;\;\;9,6;11,9;\;\;2,08;\;A;D;-;
Utilitário Esportivo Grande4x4;Mercedes-Benz;GLE400D 4M;;3.0-24V;Combustão;A-9;S;E;D;18;0;0;A;\;204;\;\;\;9,0;11,5;\;\;2,72;\;C;E;-;
Utilitário Esportivo Grande4x4;Mercedes-Benz;GLE400D 4M;Coupê;3.0-24V;Combustão;A-9;S;E;D;25;53;0;A;\;182;\;\;\;10,0;12,8;\;\;2,43;\;B;D;-;
Utilitário Esportivo Grande4x4;Mercedes-Benz;GLE450D 4M;;3.0-24V;Hibrido;A-9;S;E;D;9;57;0;A;\;165;\;\;\;11,0;13,6;\;\;2,22;\;A;D;-;
Utilitário Esportivo Grande4x4;Mercedes-Benz;GLE450D 4M;Coupê;3.0-24V;Hibrido;A-9;S;E;D;9;57;0;A;\;165;\;\;\;11,0;13,6;\;\;2,22;\;A;D;-;
Utilitário Esportivo Grande4x4;Mitsubishi;EclipseCross;HPE-SS-AWC;1.5T-16V;Combustão;CVT;S;E;G;27;192;0;A;\;119;\;\;\;10,7;12,0;\;\;1,94;\;A;C;-;
Utilitário Esportivo Grande4x4;PORSCHE;CAYENNE;S;4.0-32V;Combustão;A-8;S;E;G;24;87;2;A;\;204;\;\;\;6,1;7,9;\;\;3,32;\;E;E;-;
Utilitário Esportivo Grande4x4;PORSCHE;CAYENNE;SCP;4.0-32V;Combustão;A-8;S;E;G;24;87;2;A;\;204;\;\;\;6,1;7,9;\;\;3,32;\;E;E;-;
Utilitário Esportivo Grande4x4;PORSCHE;CAYENNE;GTCOUPE;4.0-32V;Combustão;A-8;S;E;G;31;98;3;A;\;211;\;\;\;5,8;7,9;\;\;3,44;\;E;E;-;
Utilitário Esportivo Grande4x4;PORSCHE;CAYENNE;SPHEV;3.0-24V;Plug-in;A-8;S;E;G;5;49;1;A;\;30;2;\;\;7,8;8,4;20,6;20,4;0,99;56;A;B;SIM;
Utilitário Esportivo Grande4x4;PORSCHE;CAYENNE;SCPHEV;3.0-24V;Plug-in;A-8;S;E;G;5;49;1;A;\;30;2;\;\;7,8;8,4;20,6;20,4;0,99;56;A;B;SIM;
Utilitário Esportivo Grande4x4;PORSCHE;CAYENNE;TPHEV;4.0-32V;Plug-in;A-8;S;E;G;3;69;0;A;\;34;0;\;\;7,1;7,9;19,7;19,4;1,04;55;A;B;SIM;
Utilitário Esportivo Grande4x4;PORSCHE;CAYENNE;TCPHEV;4.0-32V;Plug-in;A-8;S;E;G;3;69;0;A;\;34;0;\;\;7,1;7,9;19,7;19,4;1,04;55;A;B;SIM;
Utilitário Esportivo Grande4x4;PORSCHE;"CAYENNE(ProduçãoSemana18+/24)";PHEV;3.0-24V;Plug-in;A-8;S;E;G;9;86;1;A;\;35;0;\;\;7,7;8,1;20,2;18,7;1,04;52;A;B;SIM;
Utilitário Esportivo Grande4x4;PORSCHE;"CAYENNE(ProduçãoSemana18+/24)";CPPHE;3.0-24V;Plug-in;A-8;S;E;G;9;86;1;A;\;35;0;\;\;7,7;8,1;20,2;18,7;1,04;52;A;B;SIM;
Utilitário Esportivo Grande4x4;SUBARU;FORESTER;SMHEV;2,0T-16V;Híbrido;A;S;E;G;27;61;1;A;\;111;\;\;\;12,0;12,2;\;\;1,79;\;A;C;-;
Utilitário Esportivo Grande4x4;SUBARU;XV;SMHEV;2,0T-16V;Híbrido;A;S;E;G;14;59;0;A;\;109;\;\;\;12,1;12,3;\;\;1,77;\;A;C;-;
Utilitário Esportivo Grande4x4;VOLVO;XC60;T8MOMENTUM;2.0-16V;Plug-in;A-8;S;E;G;3;19;0;A;\;23;0;\;\;11,1;11,2;28,9;25,9;0,74;55;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60;T8POLESTAR;2.0-16V;Plug-in;A-8;S;E;G;3;19;0;A;\;23;0;\;\;11,1;11,2;28,9;25,9;0,74;55;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60;T8INSCRIPT;2.0-16V;Plug-in;A-8;S;E;G;3;19;0;A;\;23;0;\;\;11,1;11,2;28,9;25,9;0,74;55;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60;T8R-DESIGN;2.0-16V;Plug-in;A-8;S;E;G;3;19;0;A;\;23;0;\;\;11,1;11,2;28,9;25,9;0,74;55;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60;INSC EXPRES;2.0-16V;Plug-in;A-8;S;E;G;3;19;0;A;\;23;0;\;\;11,1;11,2;28,9;25,9;0,74;55;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60;T8ULTDARK;2.0-16V;Plug-in;A-8;S;E;G;3;19;0;A;\;23;0;\;\;11,1;11,2;28,9;25,9;0,74;55;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60;T8ULTIMATE;2.0-16V;Plug-in;A-8;S;E;G;3;19;0;A;\;23;0;\;\;11,1;11,2;28,9;25,9;0,74;55;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60;T8PLUS;2.0-16V;Plug-in;A-8;S;E;G;3;19;0;A;\;23;0;\;\;11,1;11,2;28,9;25,9;0,74;55;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60;T8CORE;2.0-16V;Plug-in;A-8;S;E;G;3;19;0;A;\;23;0;\;\;11,1;11,2;28,9;25,9;0,74;55;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC40;RECHARGEPE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;33,8;31,0;0,62;348;A;A;-;
Utilitário Esportivo Grande4x4;VOLVO;XC40;8CORE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;33,8;31,0;0,62;348;A;A;-;
Utilitário Esportivo Grande4x4;VOLVO;XC40;8PLUS;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;33,8;31,0;0,62;348;A;A;-;
Utilitário Esportivo Grande4x4;VOLVO;XC40;8ULTIMATE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;33,8;31,0;0,62;348;A;A;-;
Utilitário Esportivo Grande4x4;VOLVO;XC40;P8RECHARGE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;33,8;31,0;0,62;348;A;A;-;
Utilitário Esportivo Grande4x4;VOLVO;XC90;INSC EXPRES;2.0-16V;Plug-in;A-8;S;E;G;3;31;0;A;\;28;0;\;\;10,3;10,3;24,2;23,3;0,85;50;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90;T8EXCELLEN;2.0-16V;Plug-in;A-8;S;E;G;3;31;0;A;\;28;0;\;\;10,3;10,3;24,2;23,3;0,85;50;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90;IT8INSCRIPT;2.0-16V;Plug-in;A-8;S;E;G;3;31;0;A;\;28;0;\;\;10,3;10,3;24,2;23,3;0,85;50;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90;T8MOMENTUM;2.0-16V;Plug-in;A-8;S;E;G;3;31;0;A;\;28;0;\;\;10,3;10,3;24,2;23,3;0,85;50;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90;T8POLESTAR;2.0-16V;Plug-in;A-8;S;E;G;3;31;0;A;\;28;0;\;\;10,3;10,3;24,2;23,3;0,85;50;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90;T8R-DESIGN;2.0-16V;Plug-in;A-8;S;E;G;3;31;0;A;\;28;0;\;\;10,3;10,3;24,2;23,3;0,85;50;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90;T8ULTDARK;2.0-16V;Plug-in;A-8;S;E;G;3;31;0;A;\;28;0;\;\;10,3;10,3;24,2;23,3;0,85;50;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90;T8ULTIMATE;2.0-16V;Plug-in;A-8;S;E;G;3;31;0;A;\;28;0;\;\;10,3;10,3;24,2;23,3;0,85;50;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90;T8PLUS;2.0-16V;Plug-in;A-8;S;E;G;3;31;0;A;\;28;0;\;\;10,3;10,3;24,2;23,3;0,85;50;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90;T8CORE;2.0-16V;Plug-in;A-8;S;E;G;3;31;0;A;\;28;0;\;\;10,3;10,3;24,2;23,3;0,85;50;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;EX40;8CORE;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;35,7;33,0;0,59;393;A;A;-;
Utilitário Esportivo Grande4x4;VOLVO;EX40;8PLUS;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;35,7;33,0;0,59;393;A;A;-;
Utilitário Esportivo Grande4x4;VOLVO;EX40;8ULTRA;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;35,7;33,0;0,59;393;A;A;-;
Utilitário Esportivo Grande4x4;VOLVO;EX40;PERF BLACK;Elétrico;Elétrico;A;S;E;E;ND;0;0;A;\;0;\;\;\;\;\;35,7;33,0;0,59;393;A;A;-;
Utilitário Esportivo Grande4x4;VOLVO;XC60(MY25);INSC EXPRESS;2.0-16V;Plug-in;A;S;E;G;0;57;1;A;\;32;0;\;\;9,5;9,4;24,4;22,5;0,86;48;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60(MY25);T8CORE;2.0-16V;Plug-in;A;S;E;G;0;57;1;A;\;32;0;\;\;9,5;9,4;24,4;22,5;0,86;48;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60(MY25);T8INSCRIPT;2.0-16V;Plug-in;A;S;E;G;0;57;1;A;\;32;0;\;\;9,5;9,4;24,4;22,5;0,86;48;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60(MY25);T8MOMENTUM;2.0-16V;Plug-in;A;S;E;G;0;57;1;A;\;32;0;\;\;9,5;9,4;24,4;22,5;0,86;48;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60(MY25);T8PLUS;2.0-16V;Plug-in;A;S;E;G;0;57;1;A;\;32;0;\;\;9,5;9,4;24,4;22,5;0,86;48;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60(MY25);T8POLESTAR;2.0-16V;Plug-in;A;S;E;G;0;57;1;A;\;32;0;\;\;9,5;9,4;24,4;22,5;0,86;48;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60(MY25);T8R-DESIGN;2.0-16V;Plug-in;A;S;E;G;0;57;1;A;\;32;0;\;\;9,5;9,4;24,4;22,5;0,86;48;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60(MY25);T8ULTDARK;2.0-16V;Plug-in;A;S;E;G;0;57;1;A;\;32;0;\;\;9,5;9,4;24,4;22,5;0,86;48;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60(MY25);T8ULTIMATE;2.0-16V;Plug-in;A;S;E;G;0;57;1;A;\;32;0;\;\;9,5;9,4;24,4;22,5;0,86;48;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC60(MY25);T8ULTRA;2.0-16V;Plug-in;A;S;E;G;0;57;1;A;\;32;0;\;\;9,5;9,4;24,4;22,5;0,86;48;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90(MY25);INSC EXPRESS;2.0-16V;Plug-in;A;S;E;G;2;58;1;A;\;34;2;\;\;9,4;9,3;24,1;21,9;0,88;47;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90(MY25);T8CORE;2.0-16V;Plug-in;A;S;E;G;2;58;1;A;\;34;2;\;\;9,4;9,3;24,1;21,9;0,88;47;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90(MY25);T8EXCELLEN;2.0-16V;Plug-in;A;S;E;G;2;58;1;A;\;34;2;\;\;9,4;9,3;24,1;21,9;0,88;47;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90(MY25);T8INSCRIPT;2.0-16V;Plug-in;A;S;E;G;2;58;1;A;\;34;2;\;\;9,4;9,3;24,1;21,9;0,88;47;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90(MY25);T8MOMENTUM;2.0-16V;Plug-in;A;S;E;G;2;58;1;A;\;34;2;\;\;9,4;9,3;24,1;21,9;0,88;47;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90(MY25);T8PLUS;2.0-16V;Plug-in;A;S;E;G;2;58;1;A;\;34;2;\;\;9,4;9,3;24,1;21,9;0,88;47;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90(MY25);T8POLESTAR;2.0-16V;Plug-in;A;S;E;G;2;58;1;A;\;34;2;\;\;9,4;9,3;24,1;21,9;0,88;47;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90(MY25);T8R-DESIGN;2.0-16V;Plug-in;A;S;E;G;2;58;1;A;\;34;2;\;\;9,4;9,3;24,1;21,9;0,88;47;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90(MY25);T8ULTDARK;2.0-16V;Plug-in;A;S;E;G;2;58;1;A;\;34;2;\;\;9,4;9,3;24,1;21,9;0,88;47;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90(MY25);T8ULTIMATE;2.0-16V;Plug-in;A;S;E;G;2;58;1;A;\;34;2;\;\;9,4;9,3;24,1;21,9;0,88;47;A;A;SIM;
Utilitário Esportivo Grande4x4;VOLVO;XC90(MY25);T8ULTRA;2.0-16V;Plug-in;A;S;E;G;2;58;1;A;\;34;2;\;\;9,4;9,3;24,1;21,9;0,88;47;A;A;SIM;
ForadeEstradaCompacto;JEEP;RENEGADE;ST2704X4;1.3-16VT;Combustão;A-9;S;E;F;47;337;6;B;0;139;\;6,4;7,6;9,0;10,8;\;\;2,24;\;D;D;-;
ForadeEstradaCompacto;JEEP;RENEGADE;THT2704X4;1.3-16VT;Combustão;A-9;S;E;F;47;337;6;B;0;139;\;6,4;7,6;9,0;10,8;\;\;2,24;\;D;D;-;
ForadeEstradaCompacto;JEEP;RENEGADE;ST2704X4T;1.3-16VT;Combustão;A-9;S;E;F;47;337;6;B;0;139;\;6,4;7,6;9,0;10,8;\;\;2,24;\;D;D;-;
ForadeEstradaCompacto;SUZUKI;JIMNYSIERRA;4YOUALLGRIP;1.5-16V;Combustão;A-4;S;E;G;25;170;1;A;\;125;\;\;\;10,6;10,8;\;\;2,04;\;B;C;-;
ForadeEstradaCompacto;SUZUKI;JIMNYSIERRA;4SPORTALLGRIP;1.5-16V;Combustão;A-4;S;E;G;25;170;1;A;\;125;\;\;\;10,6;10,8;\;\;2,04;\;B;C;-;
ForadeEstradaCompacto;SUZUKI;JIMNYSIERRA;4YOUALLGRIP;1.5-16V;Combustão;M -5;S;E;G;29;179;2;A;\;118;\;\;\;10,9;11,9;\;\;1,92;\;A;C;-;
ForadeEstradaCompacto;SUZUKI;JIMNYSIERRA;4STYLEALLGRIP;1.5-16V;Combustão;A-4;S;E;G;30;168;0;A;\;134;\;\;\;10,1;9,7;\;\;2,19;\;C;D;-;
ForadeEstradaCompacto;SUZUKI;JIMNYSIERRA;4EXPEDITIONALLGRIP;1.5-16V;Combustão;A-4;S;E;G;28;209;1;A;\;145;\;\;\;9,5;9,1;\;\;2,35;\;E;D;-;
ForadeEstradaCompacto;SUZUKI;JIMNYSIERRA;4YOUPLUSALLGRIP;1.5-16V;Combustão;A-4;S;E;G;25;170;1;A;\;125;\;\;\;10,6;10,8;\;\;2,04;\;B;C;-;
ForadeEstradaGrande;CHEVROLET;TRAILBLAZER;LTD4A;2.8-16V;Combustão;A-6;S;E;D;252;41;0;B;\;224;\;\;\;8,2;10,3;\;\;3,03;\;D;E;-;
ForadeEstradaGrande;CHEVROLET;TRAILBLAZER;PRED4A;2.8-16V;Combustão;A-6;S;E;D;252;41;0;B;\;224;\;\;\;8,2;10,3;\;\;3,03;\;D;E;-;
ForadeEstradaGrande;CHEVROLET;TRAILBLAZER;HC D4A(MY25);2.8-16V;Combustão;A-8;S;E;D;202;26;ND;B;\;199;\;\;\;9,2;11,2;\;\;2,70;\;C;E;-;
